MF,EPI,EPI_med,sib
0.5291441472258329,0.6485256892659232,0.6613532188547582,0.6565414699778797
0.6426629094751674,0.7463191264529764,0.7462909475167312,0.672180345191969
0.5991518660300026,0.6491403682010632,0.6700123094403939,0.6973636154584928
0.5945548452844173,0.8150129701686122,0.825041689827682,0.801046877895127
0.6380945738596735,0.7389919561073139,0.7694820291068025,0.7062816757334821
0.6451160146395196,0.8126710016700422,0.8170060050456597,0.7918843051558114
0.6587652714523241,0.8006650762668981,0.7871900527723559,0.848319236608111
0.7312687454020712,0.791070114877483,0.7942391488880086,0.7993039443155452
0.6965238567971708,0.7164717379164857,0.7486970279828752,0.7955729974561023
0.6532971130286567,0.7599719977476449,0.7541584866608837,0.7544932961999117
0.6420035650623885,0.8457183600713013,0.8455757575757576,0.8188520499108735
0.5631528188698367,0.6469588243947889,0.6336695163214934,0.6604933226539387
0.6033373335619179,0.7927424424252815,0.8017486713526487,0.7967083833361907
0.573192093738904,0.7549059060243816,0.7150076932181324,0.7204166173511659
0.6373229115779189,0.6151196873473376,0.6340131900341963,0.650781631656082
0.680413000977517,0.7683162267839687,0.8551564027370478,0.8054130009775171
0.6468520524858553,0.8416877332370292,0.8622246298302636,0.7922234260262428
0.6622843483683226,0.6839534400332571,0.7301207880089609,0.74674934755999
0.5,0.6484120060741172,0.6484120060741172,0.6402701043585022
0.6973960174384353,0.7902674678920703,0.8287380699893956,0.8073877695298692
0.7907995194357245,0.9115606712397784,0.9341161880401504,0.9420222454753323
0.66438618173258,0.817208097928437,0.8049081920903954,0.8373352165725048
0.6235955056179775,0.9543071161048688,0.9537783652786958,0.9435558493060144
0.6382405120534316,0.8433343769204902,0.8479725420623601,0.826231142959845
0.668724279835391,0.7540971770991264,0.7631699275623902,0.7703896228912472
0.6864432367149759,0.8352527605244996,0.7717822636300897,0.729727398205659
0.5,0.7748846258257172,0.7748846258257172,0.7710388200162882
0.5413569576490925,0.7541918755401901,0.6921924517430136,0.6607029674445405
0.8158193694973019,0.8218818954405436,0.8612282349856902,0.8596989491621699
0.6678431616230659,0.7210339899335114,0.7570993599701734,0.7827502640899769
0.6530046747763144,0.8134362119231929,0.8435960591133004,0.8293832311249624
0.6266795865633075,0.6880079868451962,0.7086210946676063,0.6649753347427765
0.6699739992150706,0.7197556907378336,0.7592597135007849,0.7700524921507064
0.7922559306569343,0.9369297445255474,0.9325577858880778,0.901992092457421
0.7126433038040646,0.8102266805627931,0.80186294945284,0.8543512245961438
0.6038113448056086,0.8931548757170171,0.9106182281708094,0.9144423199490122
0.667639915249858,0.8688956643067542,0.8902899074983205,0.850343651490879
0.7007992097701149,0.8223599137931035,0.843767959770115,0.8532327586206897
0.7108106494746894,0.8077483285577842,0.8092884431709648,0.8208333333333334
0.5834604715672678,0.8491909385113269,0.8662505779010634,0.9006472491909385
0.5926976441682325,0.6676181529122707,0.6799874741051212,0.7901069518716577
0.5330208253285176,0.8108660570199031,0.8572658111119649,0.8373626373626373
0.6005981416957027,0.7089430894308943,0.7854819976771197,0.7857142857142857
0.6683456963378775,0.8089581662657044,0.8262830793905372,0.8533814488104784
0.6833128078817734,0.9050355774493706,0.928215654077723,0.8359058565955116
0.6916777791247425,0.8137956115892835,0.8372893684082919,0.8268274942417263
0.6654328091036952,0.8080552359033372,0.8306993990538295,0.8342283595448153
0.755254424778761,0.8499815634218288,0.8752949852507375,0.8804203539823009
0.6031557932097324,0.7820482884229206,0.8313174239947695,0.8426890206883668
0.5535648353271305,0.8430807857037366,0.845554570964407,0.8755169103529759
0.6954019664545981,0.8411798727588201,0.8417293233082707,0.8548293811451706
0.6713701724818016,0.7306510799536223,0.7496802572285773,0.7861727686735756
0.5547156227501799,0.7542756579473642,0.7531557475401969,0.737684985201184
0.7776691981237436,0.8649020921748195,0.8653674335492517,0.8746928746928747
0.6749899861744603,0.7142118796273565,0.744860646311682,0.7920612975333686
0.658504247430422,0.6823461773126202,0.7044046557469377,0.7196461256863942
0.6460354032727589,0.7636230753031823,0.7841614329778142,0.7706715225389276
0.7173971482000935,0.8129850397381955,0.8201846657316503,0.8406381486676017
0.6994753231799864,0.7337363270005757,0.7433793897524468,0.7338410006803788
0.6268983162759987,0.7619511389897656,0.7899141630901289,0.8126609442060085
0.6180625062556301,0.7252777499749775,0.7686542888599741,0.7155064558102292
0.7246945488721803,0.7865249060150376,0.7802866541353383,0.7684210526315789
0.6189567091504138,0.7396163158875023,0.7220285767501263,0.7567251150786259
0.6408197175297702,0.7639850456937136,0.7871434505677098,0.8033785654943228
0.5831001243781094,0.8097403606965174,0.8297056384742951,0.8018371683250415
0.6260794273839758,0.758473793581159,0.7624797968136688,0.7407065342876934
0.6471882038288289,0.6153458145645646,0.6831949136636637,0.7231254692192192
0.5626830288662669,0.8688367830746857,0.8880211964858458,0.9008506484451262
0.6430849639726681,0.8027634535020429,0.8135309113343498,0.7780041207352136
0.6302768640350878,0.7886949262360448,0.818057216905901,0.7832311602870813
0.7367918313570488,0.8967281510759773,0.8953227931488801,0.8680939833113746
0.5868810495160387,0.8533237341012718,0.8365410767138629,0.8418526517878568
0.6705878739480311,0.84194360832975,0.8018612936912587,0.7237238159592112
0.6089749288762447,0.7216097676623991,0.7027175201517307,0.7435692271218587
0.613459392512477,0.7925664324516549,0.8147494144624705,0.7907393101080332
0.6976898101898102,0.8895854145854146,0.8894605394605395,0.8952047952047952
0.6823713943559304,0.8747656982193065,0.8829922940747683,0.8726699989586588
0.7464920831856315,0.7599698688408365,0.7308135412974124,0.7801459293394778
0.6995750886984813,0.8878262210941115,0.8568062937357136,0.8321530241624479
0.5935592320622843,0.6023179686808813,0.647549323188534,0.6679200212333009
0.5623430807857038,0.8847105302023335,0.8713816275291685,0.8799660316053758
0.5579528531473612,0.79016381533544,0.8164796048091243,0.8025316915477099
0.5847901132283899,0.8805164319248827,0.8749240541286937,0.8118199392433029
0.7336051891066915,0.7062526827872371,0.7206801163733485,0.7860089664711213
0.6842590949423246,0.7820999704229518,0.7778053830227745,0.772564330079858
0.6584490526884318,0.8624301775232031,0.8619042881305342,0.8460707534431542
0.6405413940106314,0.8101436816897949,0.7703373625024121,0.7992491359800706
0.5274871355060035,0.6953116066323612,0.6895797598627788,0.7488279016580903
0.6640042883945323,0.7559233449477353,0.8076789064593943,0.8099437148217635
0.6432305998899285,0.7772197761878554,0.8148848835076132,0.7622454595487067
0.5797881865391011,0.6590007930214116,0.6835205034406897,0.7821109718349493
0.6230636185892615,0.8074898480974583,0.7770341404722515,0.8696796510753497
0.6317155425219941,0.7872434017595308,0.8462170087976539,0.7793988269794722
0.6381028493141747,0.7877285404400372,0.7523037528745943,0.6971930911878393
0.7057137954701442,0.8872340425531915,0.8832875772134523,0.8647220315717228
0.6425417201540436,0.85066324347454,0.8562430466409927,0.8983996576807873
0.6607020798750122,0.9005793705041825,0.9045503368811639,0.8773394525274224
0.6290578278578572,0.8973927465183777,0.8838077120070242,0.9061486305212068
0.6080495759947816,0.8528114807566862,0.894559686888454,0.8394520547945206
0.6725164320780258,0.7724136806223801,0.8523967184773212,0.8448453019751112
