MF,MF_d15,EPI,EPI_med,sib
0.5953156703605431,0.5953156703605431,0.6274484938348681,0.6295311768378337,0.6271168253472765
0.5911889629838347,0.5911889629838347,0.7058482827713597,0.7041576656961273,0.7051647308057565
0.5794104609929078,0.5794104609929078,0.6744104609929078,0.6761347517730496,0.6783377659574468
0.5807638839801136,0.5807638839801136,0.6739096628260409,0.6744563040456163,0.6767465422586649
0.5704418047450207,0.5704418047450207,0.6391981568091828,0.6395706579473807,0.6414929477716613
0.6153442588889178,0.6153442588889178,0.7117834973898138,0.7151546632729917,0.7085629691192894
0.5399731655759907,0.5399731655759907,0.6011923597838057,0.5983696821639685,0.621337164411478
0.5519379844961241,0.5519379844961241,0.6597352554512896,0.6596717892923523,0.6583616664400018
0.5817429575805555,0.5817429575805555,0.634618828164023,0.634618828164023,0.6331344774614305
0.5400479738047796,0.5400479738047796,0.6659094081961596,0.669674548077452,0.6620173534874079
0.5907369022943321,0.5907369022943321,0.6546565649346009,0.6552498034450718,0.6476949467514832
0.5928654188948306,0.5928654188948306,0.6682843137254901,0.6690463458110518,0.6715151515151515
0.5805549535732742,0.5805549535732742,0.6988847583643123,0.699626585760248,0.6996974344441296
0.5823174632184959,0.5823174632184959,0.6847619482774375,0.6846203052179476,0.6847116878369733
0.5631647646093874,0.5631647646093874,0.6686716173072513,0.6720715079463073,0.6597375337343234
0.6015691748086115,0.6015691748086115,0.7056803282155394,0.70634860212325,0.7111491773463604
0.5969892037102742,0.5969892037102742,0.6468396776319123,0.6493951374457229,0.6500878571307889
0.6009414642113772,0.6009414642113772,0.6808235299044716,0.6819040359833652,0.6853088865342978
0.6138144312451348,0.6138144312451348,0.7083417944292145,0.7095771144278608,0.709162520729685
0.5877496783446879,0.5877496783446879,0.6699162641581069,0.6717639366391766,0.6690641412330471
0.6231315212769437,0.6231315212769437,0.7021009823482592,0.7049084704368779,0.7031258517864347
0.6003523785552478,0.6003523785552478,0.6523030455575132,0.6496140615823475,0.6543795620437955
0.6020196810767195,0.6020196810767195,0.6469384529642231,0.6454702745867889,0.6494547360190323
0.5824120754977817,0.5824120754977817,0.6349702130233241,0.6340975561286867,0.6378733092272666
0.5822069833697741,0.5822069833697741,0.6485912343470484,0.648189558073279,0.6521690518783543
0.622862916749808,0.622862916749808,0.6828519633357816,0.6849365084082312,0.6866814127356788
0.5863401456424712,0.5863401456424712,0.6353241719520789,0.636645525017618,0.6329516091143998
0.611802930558505,0.611802930558505,0.6986493947759609,0.6993204502017414,0.6978084519006159
0.5854890736449957,0.5854890736449957,0.6557857434918903,0.6617100540638772,0.6711598746081504
0.6482409231635238,0.6482409231635238,0.7036213528473592,0.6949479313256403,0.6926540951308753
0.558911393628849,0.558911393628849,0.6355343935805094,0.6329095567264466,0.6259148257359695
0.6342533563339083,0.6342533563339083,0.6762919072976824,0.673185579639491,0.6848483712092802
0.5872689836274295,0.5872689836274295,0.6909751924721985,0.6965404738695368,0.6938946028209363
0.6290236603385392,0.6290236603385392,0.689652108856261,0.6907229028336295,0.6976994295333396
0.578420112302195,0.578420112302195,0.6466400495879823,0.6496572595347481,0.6561520090425145
0.5990298582487182,0.5990298582487182,0.6865336282296169,0.6884839650145773,0.6920227204182166
0.5918497552871256,0.5918497552871256,0.671964853835976,0.6726071448451865,0.6577359670119338
0.5738977011145454,0.5738977011145454,0.6695682707855575,0.6668675247207134,0.6686492368116457
0.6184086792978546,0.6184086792978546,0.6972084842574533,0.6980704931735859,0.6988976734466424
0.5965390870649463,0.5965390870649463,0.6898362788680473,0.6889428602407026,0.6903133470671149
0.6401034692635422,0.6401034692635422,0.6693730979914789,0.6684418746195983,0.6550030432136336
0.6217008797653958,0.6217008797653958,0.6980122706754877,0.698592775714872,0.6960405552830962
0.5971107683996829,0.5971107683996829,0.6709186118444554,0.673480234554025,0.6750834269981093
0.6085019042267591,0.6085019042267591,0.6590575638384218,0.6606184054442155,0.6471717550103016
0.5853723982549398,0.5853723982549398,0.6370302517198465,0.6388252765402285,0.6389918252349032
0.5735668272614086,0.5735668272614086,0.680565329580108,0.6794781573106696,0.678291741099623
0.6070711486770944,0.6070711486770944,0.6550487386249554,0.6574532854043201,0.6568865572071634
0.5931369003297521,0.5931369003297521,0.7104052760344644,0.7144261248803319,0.7203063503882565
0.6040481534380738,0.6040481534380738,0.6268761477249541,0.6263456437461742,0.6210650887573965
0.5834976386872037,0.5834976386872037,0.6693438148083483,0.6721331022412245,0.6679342665025743
0.5821218400331538,0.5821218400331538,0.661193535018649,0.6608371322005802,0.6612681309573145
0.5835988200589971,0.5835988200589971,0.6666118836915298,0.6607121786767803,0.6516645596291615
0.5690375869448904,0.5690375869448904,0.6681296816479401,0.6687399678972713,0.6681380417335474
0.589476432734746,0.589476432734746,0.7049880394865403,0.7083529867592061,0.7130908662107072
0.5917747307256236,0.5917747307256236,0.6631368693310657,0.6634867488662133,0.6565201601473922
0.5770998672889147,0.5770998672889147,0.6560717518742145,0.6561508511965971,0.6519322206695318
0.6017316982865911,0.6017316982865911,0.7015385438924402,0.7047012798151427,0.7017392817154608
0.5832861082776077,0.5832861082776077,0.6441077822694053,0.641677266068063,0.6435830594280102
0.6012978674615913,0.6012978674615913,0.6910295803714744,0.6918229763815639,0.688525567530383
0.5731578739924719,0.5731578739924719,0.6970862976174054,0.6976183907139901,0.6994610094003115
0.5796309128334726,0.5796309128334726,0.6477673385371023,0.6482462755008458,0.6466260419426498
0.5857922409646548,0.5857922409646548,0.7036871174802208,0.7174951485296313,0.7251870096697682
0.5837914817513413,0.5837914817513413,0.6681749685367954,0.6672807511426111,0.6694541961979201
0.5906567831632432,0.5906567831632432,0.6782249715066252,0.675040673748684,0.6677759507216872
0.6047949563306149,0.6047949563306149,0.6880386372838221,0.6901498062351785,0.682601654231014
0.5663321189328945,0.5663321189328945,0.6931108238335879,0.6951510165706899,0.695701022446821
0.5150590402353361,0.5150590402353361,0.5522564504378187,0.545953785035809,0.5457200984233027
0.6206299028216836,0.6206299028216836,0.6422713967919447,0.6372930570190846,0.6337290715372907
0.617585779465675,0.617585779465675,0.6666754577981732,0.6682534659035964,0.6687809337939887
0.5946556772986946,0.5946556772986946,0.6864595950455029,0.6864595950455029,0.679201414509864
0.5803073289261135,0.5803073289261135,0.646897525350564,0.6479495567893359,0.6543296184180163
0.5791859956971898,0.5791859956971898,0.6403245596342612,0.6403245596342612,0.6556953408632514
0.616838800297447,0.616838800297447,0.6800214822771214,0.6821490539535652,0.685995207799719
0.6215870745714989,0.6215870745714989,0.713191356231424,0.7142237815370177,0.7133164986927082
0.6066328880700138,0.6066328880700138,0.6815818911627296,0.682084809971893,0.684679307006082
0.5811402025122342,0.5811402025122342,0.6455697629840109,0.6455697629840109,0.6615023791804794
0.5832701117868714,0.5832701117868714,0.6476806424706282,0.6484686414143743,0.647995003751378
0.6027105089612915,0.6027105089612915,0.6488734734082959,0.6427462372592723,0.6478133112953177
0.6147614634111829,0.6147614634111829,0.6541484777948366,0.6573322673534219,0.6490685646769162
0.59540215928523,0.59540215928523,0.6236479171093505,0.6236479171093505,0.617070900241832
0.6017050891692041,0.6017050891692041,0.7008046976946498,0.7002740321879077,0.6976555023923444
0.5731318827560967,0.5731318827560967,0.653969957081545,0.6497820807133113,0.6583865655255016
0.587494026209221,0.587494026209221,0.6760528544239589,0.6765181812846375,0.6678865776257431
0.5651404639389852,0.5651404639389852,0.6272168656641854,0.6320211153852558,0.6448060814973939
0.626494973952601,0.626494973952601,0.6385189669087974,0.64762179910485,0.6483371854134565
0.5608006887645287,0.5608006887645287,0.6924020662935859,0.6932458028411537,0.6892294446835988
0.5771070926417747,0.5771070926417747,0.6094164974222778,0.6068485392907358,0.614230198406499
0.58735992697753,0.58735992697753,0.6040473092385077,0.6063389718591599,0.6031005418422637
0.5515755716675962,0.5515755716675962,0.640216583007994,0.6369074177356386,0.6456543967280164
0.6298739513781887,0.6298739513781887,0.7096708611539121,0.7091465502482452,0.7021325543571306
0.5837841209122472,0.5837841209122472,0.6818278206274297,0.6816448722479783,0.6851666285524209
0.5637897782063646,0.5637897782063646,0.6525335320417287,0.6536030507583064,0.6487858332602787
0.6092057291666666,0.6092057291666666,0.7425868055555556,0.740681423611111,0.7462500000000001
0.6211669301902161,0.6211669301902161,0.662995304489483,0.6643368789229073,0.6708530975995399
0.5425575447570333,0.5425575447570333,0.6127706734867859,0.6127706734867859,0.6128843421426543
0.5534329854020119,0.5534329854020119,0.6461027910142954,0.6461027910142954,0.6547727100824445
0.5927963870368882,0.5927963870368882,0.6492266223971581,0.6526807150953668,0.6551574869913692
0.6302240750390828,0.6302240750390828,0.6970743690910445,0.7066229931263803,0.7128067693987443
0.6283517635605702,0.6283517635605702,0.7311599810289309,0.7322982451761064,0.7335463418287111
0.5929161345253299,0.5929161345253299,0.671455938697318,0.6756236696466581,0.6697573435504469
